country,year_month,latitude,longitude,year,month,temperature_celsius,feels_like_celsius,humidity,wind_kph,gust_kph,pressure_mb,precip_mm,uv_index,cloud,visibility_km,air_quality_PM2.5,air_quality_PM10
Trinidad and Tobago,2024-10,10.65,-61.51691290322581,2024.0,10.0,25.541935483870965,28.57741935483871,93.2258064516129,9.95483870967742,18.35483870967742,1010.483870967742,0.33129032258064517,0.45161290322580644,25.580645161290324,9.96774193548387,13.546774193548387,24.89741935483871
Trinidad and Tobago,2024-11,10.65,-61.5167,2024.0,11.0,25.66896551724138,28.95862068965517,91.17241379310344,10.055172413793104,18.448275862068964,1009.2758620689655,0.4089655172413793,0.0,27.724137931034484,9.96551724137931,9.020344827586207,14.493793103448276
Trinidad and Tobago,2024-12,10.65,-61.5167,2024.0,12.0,24.177419354838708,26.683870967741935,91.45161290322581,10.935483870967742,20.041935483870965,1011.7096774193549,0.15806451612903225,0.03870967741935485,33.354838709677416,9.903225806451612,15.915967741935484,22.88032258064516
Trinidad and Tobago,2025-01,10.65,-61.5167,2025.0,1.0,23.44,25.636666666666667,89.1,11.626666666666667,21.240000000000002,1012.9666666666667,0.09600000000000002,0.02666666666666667,31.366666666666667,9.15,13.190499999999998,19.8875
Trinidad and Tobago,2025-02,10.65,-61.5167,2025.0,2.0,23.810714285714287,26.02857142857143,83.78571428571429,11.782142857142857,21.603571428571428,1012.5714285714286,0.004285714285714286,0.0,28.571428571428573,9.642857142857142,17.396607142857142,26.87125
Trinidad and Tobago,2025-03,10.65,-61.5167,2025.0,3.0,24.219354838709677,26.4,83.54838709677419,12.848387096774195,21.345161290322583,1012.4516129032259,0.19064516129032258,0.0,29.032258064516128,9.870967741935484,13.350032258064516,22.5231935483871
Trinidad and Tobago,2025-04,10.65,-61.5167,2025.0,4.0,25.053333333333335,27.666666666666668,85.86666666666666,13.223333333333333,21.529999999999998,1011.8666666666667,0.23600000000000002,0.0,29.166666666666668,9.8,14.853866666666667,26.984233333333336
Trinidad and Tobago,2025-05,10.65,-61.5167,2025.0,5.0,25.129032258064516,27.864516129032257,94.48387096774194,12.435483870967742,20.287096774193547,1012.3548387096774,0.2803225806451613,0.0,30.64516129032258,8.82258064516129,14.397806451612903,29.136677419354836
Trinidad and Tobago,2025-06,10.65,-61.5167,2025.0,6.0,25.326666666666664,28.283333333333335,94.63333333333334,13.443333333333333,22.896666666666665,1013.4666666666667,0.2643333333333333,0.0,32.5,9.116666666666667,16.943733333333334,37.876533333333334
Trinidad and Tobago,2025-07,10.65,-61.5167,2025.0,7.0,24.641935483870967,27.261290322580646,95.38709677419355,10.129032258064516,18.293548387096774,1013.7741935483871,0.16580645161290322,0.0,31.258064516129032,10.0,11.475967741935484,26.926451612903225
Trinidad and Tobago,2025-08,10.65,-61.5167,2025.0,8.0,25.161290322580644,28.003225806451614,93.06451612903226,9.719354838709679,17.73225806451613,1012.6129032258065,0.22161290322580646,0.0,32.25806451612903,9.96774193548387,9.339516129032257,20.845322580645163
Trinidad and Tobago,2025-09,10.65,-61.5167,2025.0,9.0,25.236666666666668,28.096666666666668,95.06666666666666,9.806666666666667,18.186666666666667,1011.6666666666666,0.214,0.0,30.0,10.0,8.671166666666666,14.852333333333332
Trinidad and Tobago,2025-10,10.65,-61.5167,2025.0,10.0,25.345161290322583,28.27741935483871,91.93548387096774,10.32258064516129,18.970967741935485,1010.3225806451613,0.27516129032258063,0.0,28.225806451612904,9.806451612903226,5.914516129032258,8.562903225806451
Trinidad and Tobago,2025-11,10.65,-61.5167,2025.0,11.0,25.05,27.89,91.83333333333333,11.236666666666668,20.086666666666666,1010.8333333333334,0.45233333333333337,0.0,30.0,9.7,6.083333333333333,9.493333333333334
Trinidad and Tobago,2025-12,10.65,-61.5167,2025.0,12.0,24.183870967741935,26.687096774193545,88.2258064516129,11.638709677419355,20.690322580645162,1010.9677419354839,0.14451612903225808,0.0,37.096774193548384,9.838709677419354,6.953225806451614,10.317741935483872
Trinidad and Tobago,2026-01,10.65,-61.5167,2026.0,1.0,24.25,26.706666666666667,86.73333333333333,10.826666666666666,19.06,1011.9666666666667,0.08166666666666668,0.0,32.5,9.833333333333334,6.11,9.003333333333334
Trinidad and Tobago,2026-02,10.65,-61.51669999999999,2026.0,2.0,24.150000000000002,26.566666666666666,85.16666666666667,11.266666666666666,19.366666666666667,1013.5,0.006666666666666667,0.0,25.0,10.0,8.833333333333334,12.950000000000001
Tunisia,2024-05,36.8,10.18,2024.0,5.0,28.01764705882353,27.929411764705883,41.588235294117645,19.705882352941178,26.96470588235294,1012.2352941176471,0.028823529411764706,6.764705882352941,26.764705882352942,10.0,10.258823529411766,22.72941176470588
Tunisia,2024-06,36.8,10.18,2024.0,6.0,30.14333333333333,30.08,41.6,20.17,25.34333333333333,1013.9333333333333,0.0013333333333333333,7.366666666666666,22.133333333333333,10.0,7.693333333333333,22.566666666666666
